user_id,amount,impulse_purchase,financial_stress_level,is_late_night,ad_clicked,discount_used,cashback_used,cluster,segment,pca1,pca2
1,6326.805882352941,0.35294117647058826,2.8823529411764706,0.11764705882352941,0.35294117647058826,0.29411764705882354,0.29411764705882354,3,High Risk User,0.6254347521628633,-0.9070077103348436
2,3558.8053333333332,0.26666666666666666,2.2,0.4,0.26666666666666666,0.4,0.13333333333333333,0,Stable Saver,-0.7901259864409442,1.3342928967966519
3,3686.885882352941,0.23529411764705882,4.352941176470588,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.23529411764705882,0,Stable Saver,-0.5571916118500699,-1.1299350389400564
4,3623.3595454545457,0.5454545454545454,3.3636363636363638,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.2727272727272727,1,Emotional Spender,1.2067018067658426,2.1040559225488367
5,5948.135909090909,0.4090909090909091,6.2272727272727275,0.3181818181818182,0.36363636363636365,0.36363636363636365,0.22727272727272727,3,High Risk User,2.8130732598706163,-0.018502951647370078
6,3098.2608333333333,0.375,3.875,0.20833333333333334,0.125,0.375,0.20833333333333334,0,Stable Saver,-0.12978878814424513,-0.1113976111043035
7,3859.2026315789476,0.3157894736842105,3.8421052631578947,0.2631578947368421,0.3684210526315789,0.2631578947368421,0.2631578947368421,1,Emotional Spender,0.19200348362936742,0.8868545679001071
8,3004.6765,0.4,3.95,0.2,0.2,0.3,0.15,0,Stable Saver,0.07305499451199296,0.28007983876471837
9,3792.2250000000004,0.4444444444444444,4.111111111111111,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.2222222222222222,1,Emotional Spender,0.7000915595383982,0.045528256682726004
10,5070.476818181818,0.2727272727272727,3.1818181818181817,0.3181818181818182,0.36363636363636365,0.36363636363636365,0.18181818181818182,3,High Risk User,0.264119361160548,0.478212084569317
11,5189.556363636363,0.45454545454545453,4.515151515151516,0.30303030303030304,0.3333333333333333,0.3939393939393939,0.21212121212121213,3,High Risk User,1.8695522597240057,0.5418540673935409
12,3108.947222222222,0.5555555555555556,4.388888888888889,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.2777777777777778,1,Emotional Spender,1.5353945084554685,2.1688701098299794
13,5647.230454545454,0.3181818181818182,3.6818181818181817,0.22727272727272727,0.22727272727272727,0.36363636363636365,0.3181818181818182,1,Emotional Spender,0.6226024400584166,-0.782359190319214
14,3133.441,0.25,1.1,0.15,0.3,0.25,0.25,2,Offer Hunter,-2.072228930402271,0.534466828230134
15,2115.309285714286,0.2857142857142857,2.9285714285714284,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.35714285714285715,2,Offer Hunter,-1.4267404106364656,0.6881260466147342
16,5408.627222222222,0.2222222222222222,2.2777777777777777,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,Offer Hunter,-0.670500149679639,-0.5655697366258902
17,4531.332173913043,0.2608695652173913,4.260869565217392,0.21739130434782608,0.391304347826087,0.34782608695652173,0.2608695652173913,3,High Risk User,0.3255146832460158,0.10399288548924172
18,3691.819375,0.25,2.5625,0.25,0.3125,0.375,0.25,0,Stable Saver,-0.913463853554934,0.5870238900957684
19,4166.265555555556,0.2222222222222222,3.1666666666666665,0.0,0.16666666666666666,0.3333333333333333,0.2777777777777778,0,Stable Saver,-1.2341181655241096,-1.9369372493913504
20,5029.488888888889,0.3888888888888889,2.5,0.2777777777777778,0.2222222222222222,0.2777777777777778,0.16666666666666666,0,Stable Saver,0.2911080724337469,0.1409129762516132
21,4002.748947368421,0.47368421052631576,3.263157894736842,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.3157894736842105,1,Emotional Spender,0.39638879967713825,0.03275394491440281
22,4798.5408333333335,0.2916666666666667,2.8333333333333335,0.125,0.25,0.3333333333333333,0.20833333333333334,0,Stable Saver,-0.4196951914672536,-0.8927122987475783
23,6136.935555555556,0.3333333333333333,2.611111111111111,0.16666666666666666,0.5,0.4444444444444444,0.2222222222222222,3,High Risk User,0.6180724384806947,-0.010087791803037838
24,5442.339583333333,0.25,2.375,0.20833333333333334,0.25,0.3333333333333333,0.20833333333333334,0,Stable Saver,-0.4487081566804664,-0.7527742073246357
25,4652.834347826087,0.17391304347826086,5.173913043478261,0.30434782608695654,0.13043478260869565,0.2608695652173913,0.34782608695652173,1,Emotional Spender,0.17807781818523133,-0.9524305610041098
26,3720.0578260869565,0.30434782608695654,4.608695652173913,0.21739130434782608,0.34782608695652173,0.5217391304347826,0.13043478260869565,0,Stable Saver,0.413167090395909,0.16019691676112652
27,4081.302,0.2,3.3333333333333335,0.13333333333333333,0.2,0.5333333333333333,0.2,0,Stable Saver,-0.9618860502648157,-1.228498402507645
28,5857.710869565218,0.30434782608695654,4.391304347826087,0.2608695652173913,0.13043478260869565,0.4782608695652174,0.13043478260869565,0,Stable Saver,0.992753310148545,-1.5221083153129085
29,3441.37,0.25,1.5,0.1875,0.375,0.125,0.3125,2,Offer Hunter,-1.6351617394367173,0.9995899594288968
30,5871.243333333334,0.38095238095238093,3.142857142857143,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.14285714285714285,3,High Risk User,1.1359811098461758,0.2089640942878037
31,4292.564761904762,0.19047619047619047,2.619047619047619,0.23809523809523808,0.23809523809523808,0.3333333333333333,0.3333333333333333,2,Offer Hunter,-1.0990504478091536,-0.2132489832396667
32,4015.8981081081083,0.2972972972972973,3.4594594594594597,0.16216216216216217,0.21621621621621623,0.40540540540540543,0.35135135135135137,1,Emotional Spender,-0.3892572737964439,-0.4661950256037957
33,4888.303478260869,0.2608695652173913,2.347826086956522,0.08695652173913043,0.34782608695652173,0.30434782608695654,0.30434782608695654,2,Offer Hunter,-0.7711090411832895,-0.6250453448312776
34,4060.507,0.4,2.7,0.25,0.3,0.3,0.4,1,Emotional Spender,0.04510988113176894,0.9799981960569083
35,4377.374285714286,0.21428571428571427,2.4285714285714284,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,2,Offer Hunter,-0.8230565672521238,0.7784363767309131
36,6759.7136842105265,0.42105263157894735,5.157894736842105,0.21052631578947367,0.3684210526315789,0.3157894736842105,0.21052631578947367,3,High Risk User,2.4832426774300065,-0.7737497517993837
37,4813.3448,0.16,2.96,0.32,0.36,0.32,0.08,0,Stable Saver,-0.5379802508628322,0.20811095259450743
38,5226.4047619047615,0.3333333333333333,3.5238095238095237,0.23809523809523808,0.38095238095238093,0.23809523809523808,0.23809523809523808,3,High Risk User,0.6503463567644365,0.2547678828975753
39,4200.7266666666665,0.4166666666666667,2.8333333333333335,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0,Stable Saver,0.22640251503921557,0.29337213021616915
40,2125.5590909090906,0.36363636363636365,1.0909090909090908,0.18181818181818182,0.45454545454545453,0.6363636363636364,0.45454545454545453,2,Offer Hunter,-1.6094589370823271,2.2463506400858884
41,5854.526190476191,0.14285714285714285,3.3333333333333335,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.2857142857142857,2,Offer Hunter,-0.3319492727373553,-0.9714349590474011
42,6280.264400000001,0.44,6.04,0.28,0.32,0.44,0.12,3,High Risk User,2.938519006989139,-0.6009635073798651
43,3894.9847619047623,0.38095238095238093,1.5238095238095237,0.2857142857142857,0.38095238095238093,0.3333333333333333,0.2857142857142857,2,Offer Hunter,-0.5001025769665037,1.6764914653898086
44,5224.143703703704,0.25925925925925924,5.111111111111111,0.2962962962962963,0.2222222222222222,0.2222222222222222,0.2962962962962963,1,Emotional Spender,0.9310002250824131,-0.591881128397335
45,6331.216470588235,0.47058823529411764,5.529411764705882,0.23529411764705882,0.23529411764705882,0.5882352941176471,0.23529411764705882,3,High Risk User,2.6954996447298614,-1.061805488308294
46,3653.3380769230766,0.46153846153846156,3.6538461538461537,0.23076923076923078,0.19230769230769232,0.2692307692307692,0.46153846153846156,1,Emotional Spender,0.4938520675525597,0.6591598083427357
47,4284.011052631579,0.3684210526315789,3.526315789473684,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.15789473684210525,3,High Risk User,0.4761164894218077,0.5253875949012252
48,3218.8992857142853,0.5,2.7857142857142856,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.2857142857142857,1,Emotional Spender,0.7257611760285831,2.871011611600041
49,4203.163461538462,0.34615384615384615,1.5384615384615385,0.23076923076923078,0.3076923076923077,0.2692307692307692,0.2692307692307692,2,Offer Hunter,-0.7521522053948869,0.7762159161063004
50,4873.2456,0.32,2.88,0.24,0.16,0.08,0.24,1,Emotional Spender,-0.15427329128030204,-0.4156570489121908
51,1974.618125,0.375,2.875,0.25,0.625,0.25,0.3125,2,Offer Hunter,-0.4599633930742929,3.286558348358481
52,3789.337619047619,0.2857142857142857,3.142857142857143,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.23809523809523808,2,Offer Hunter,-0.6399487334936474,-0.1966387377948766
53,4351.7065625000005,0.1875,2.0625,0.1875,0.375,0.34375,0.3125,2,Offer Hunter,-1.292512162471088,0.15238210538173558
54,7194.9675,0.3125,5.8125,0.1875,0.125,0.375,0.4375,1,Emotional Spender,2.0276032911386923,-2.526308109329948
55,2904.5747368421053,0.21052631578947367,1.736842105263158,0.15789473684210525,0.47368421052631576,0.21052631578947367,0.21052631578947367,2,Offer Hunter,-1.8523895583958652,1.2251408209821812
56,4986.882941176471,0.17647058823529413,1.0588235294117647,0.11764705882352941,0.29411764705882354,0.35294117647058826,0.29411764705882354,2,Offer Hunter,-1.8009549622984717,-0.8030368276748728
57,4135.939333333333,0.2,2.933333333333333,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.4,1,Emotional Spender,-1.05247347115472,-0.38207253463504964
58,4064.222666666667,0.4666666666666667,3.6,0.2,0.4666666666666667,0.3333333333333333,0.13333333333333333,3,High Risk User,1.0041576381906208,1.2409808944629397
59,4031.6229999999996,0.45,2.8,0.2,0.35,0.5,0.35,1,Emotional Spender,0.3616299600848213,0.919292003711682
60,6920.17,0.3888888888888889,5.277777777777778,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.2222222222222222,3,High Risk User,2.1413126900121404,-1.975748985459857
61,5210.826153846154,0.5384615384615384,5.076923076923077,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.15384615384615385,3,High Risk User,1.9928942320249157,-1.546919621442071
62,3615.6184210526317,0.3157894736842105,3.1052631578947367,0.21052631578947367,0.5263157894736842,0.3684210526315789,0.21052631578947367,2,Offer Hunter,-0.14948623710078454,1.4446515581431374
63,5101.4592,0.4,4.56,0.24,0.48,0.24,0.2,3,High Risk User,1.5860376838348789,0.766266796723929
64,4251.867222222222,0.16666666666666666,1.6666666666666667,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2777777777777778,2,Offer Hunter,-1.842946430591458,-0.40407437587327194
65,5595.0,0.42857142857142855,2.5714285714285716,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.2857142857142857,1,Emotional Spender,0.9235857199771903,0.7122660260959073
66,5585.105454545454,0.2727272727272727,4.136363636363637,0.045454545454545456,0.4090909090909091,0.3181818181818182,0.22727272727272727,3,High Risk User,0.4501401523625883,-1.2846798846822476
67,5270.8772222222215,0.2777777777777778,4.166666666666667,0.16666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222,3,High Risk User,0.6190014953384634,-0.2006020681403748
68,6163.807368421052,0.42105263157894735,3.3157894736842106,0.21052631578947367,0.47368421052631576,0.5263157894736842,0.3684210526315789,3,High Risk User,1.4756921257099676,0.3532250831878569
69,3135.002941176471,0.47058823529411764,2.1176470588235294,0.35294117647058826,0.35294117647058826,0.4117647058823529,0.35294117647058826,1,Emotional Spender,0.057417522301329474,2.5018599041826888
70,4180.30551724138,0.5862068965517241,5.551724137931035,0.20689655172413793,0.41379310344827586,0.3793103448275862,0.3448275862068966,3,High Risk User,2.550021648491711,1.1711258408449594
71,2349.339047619048,0.14285714285714285,2.0476190476190474,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.38095238095238093,2,Offer Hunter,-2.6397724961078732,0.07026834707056681
72,5354.659090909091,0.2727272727272727,1.5,0.09090909090909091,0.36363636363636365,0.5,0.36363636363636365,2,Offer Hunter,-0.881895078299614,-0.6071980507399076
73,5454.8215,0.3,4.25,0.2,0.3,0.3,0.05,3,High Risk User,0.803899645367834,-0.8839019538947409
74,4440.262631578948,0.3157894736842105,2.9473684210526314,0.3157894736842105,0.3684210526315789,0.15789473684210525,0.3157894736842105,1,Emotional Spender,0.06104444822816442,1.1884414011739028
75,5400.0085714285715,0.3333333333333333,4.428571428571429,0.14285714285714285,0.19047619047619047,0.47619047619047616,0.19047619047619047,0,Stable Saver,0.8138679358295827,-1.5916171154491106
76,2504.9185,0.3,1.45,0.05,0.5,0.45,0.25,2,Offer Hunter,-1.8099636377426354,1.1431645992759485
77,4054.388461538462,0.34615384615384615,2.1153846153846154,0.23076923076923078,0.34615384615384615,0.38461538461538464,0.2692307692307692,2,Offer Hunter,-0.46752006182766426,0.8562601195073423
78,4683.942962962963,0.2222222222222222,1.4074074074074074,0.07407407407407407,0.2222222222222222,0.4074074074074074,0.3333333333333333,2,Offer Hunter,-1.672158127253647,-1.1576294788320283
79,5866.290357142857,0.32142857142857145,3.7857142857142856,0.07142857142857142,0.2857142857142857,0.42857142857142855,0.25,3,High Risk User,0.5781088997950722,-1.6444085376738051
80,3474.9525,0.25,1.5,0.16666666666666666,0.08333333333333333,0.25,0.3333333333333333,0,Stable Saver,-1.9774557433836457,-0.5172365502672741
81,5625.972777777778,0.2777777777777778,3.111111111111111,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.16666666666666666,0,Stable Saver,-0.09806218189311637,-1.802234266906084
82,3344.223076923077,0.23076923076923078,0.7692307692307693,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.07692307692307693,0,Stable Saver,-2.1702950769042615,0.27070753421846566
83,5013.546785714286,0.35714285714285715,3.892857142857143,0.17857142857142858,0.17857142857142858,0.25,0.2857142857142857,1,Emotional Spender,0.5176914106624719,-0.8765482584870877
84,5099.337083333333,0.4583333333333333,4.375,0.375,0.5,0.3333333333333333,0.16666666666666666,3,High Risk User,2.112488703402224,1.8008768083396138
85,4317.909047619048,0.23809523809523808,1.9523809523809523,0.14285714285714285,0.23809523809523808,0.3333333333333333,0.19047619047619047,0,Stable Saver,-1.3029478917689967,-0.6396267257144403
86,4846.565217391304,0.34782608695652173,3.130434782608696,0.21739130434782608,0.4782608695652174,0.43478260869565216,0.08695652173913043,3,High Risk User,0.5284288248856575,0.6396764272767698
87,4690.103181818182,0.5454545454545454,4.136363636363637,0.22727272727272727,0.45454545454545453,0.36363636363636365,0.22727272727272727,3,High Risk User,1.960665321109637,1.2711812679270094
88,3820.437619047619,0.2857142857142857,2.4285714285714284,0.23809523809523808,0.19047619047619047,0.42857142857142855,0.38095238095238093,1,Emotional Spender,-0.9172129923174934,0.12397250066699037
89,4029.106896551724,0.3793103448275862,2.2758620689655173,0.27586206896551724,0.3103448275862069,0.3793103448275862,0.3103448275862069,1,Emotional Spender,-0.18796956775592355,1.0872194248158837
90,3756.805714285714,0.23809523809523808,2.380952380952381,0.23809523809523808,0.38095238095238093,0.38095238095238093,0.19047619047619047,2,Offer Hunter,-0.9684098746308462,0.7382274708191005
91,4191.465806451613,0.1935483870967742,3.129032258064516,0.12903225806451613,0.3225806451612903,0.3548387096774194,0.2903225806451613,2,Offer Hunter,-0.9721509312919778,-0.5583213707541295
92,5107.726842105263,0.5789473684210527,5.7894736842105265,0.0,0.21052631578947367,0.5263157894736842,0.42105263157894735,1,Emotional Spender,2.3839172671482647,-1.4971062884276671
93,5904.544666666667,0.4,2.066666666666667,0.2,0.06666666666666667,0.6,0.4,1,Emotional Spender,0.17338859760453096,-1.2928752142679105
94,3655.8199999999997,0.3,1.1,0.4,0.5,0.25,0.3,2,Offer Hunter,-0.9022081201869453,2.884250407257809
95,4850.196842105263,0.15789473684210525,1.0,0.05263157894736842,0.3684210526315789,0.3684210526315789,0.3684210526315789,2,Offer Hunter,-2.0362161813575277,-0.776518669468313
96,5289.005882352942,0.058823529411764705,4.705882352941177,0.058823529411764705,0.29411764705882354,0.47058823529411764,0.11764705882352941,0,Stable Saver,-0.5966110642135356,-2.553191495461638
97,6646.958518518519,0.3333333333333333,4.814814814814815,0.25925925925925924,0.4074074074074074,0.37037037037037035,0.2222222222222222,3,High Risk User,1.9447388694259713,-0.48985768501592625
98,5013.959999999999,0.23529411764705882,2.9411764705882355,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.17647058823529413,0,Stable Saver,-0.3810956901607511,-0.6462780488702508
99,6014.660000000001,0.2631578947368421,1.8421052631578947,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.5263157894736842,1,Emotional Spender,-0.6127059021464366,-1.1037111810039129
100,4614.481333333333,0.2,2.8,0.2,0.13333333333333333,0.4666666666666667,0.2,0,Stable Saver,-0.9680194094110876,-1.2574054395846819
101,5331.625925925926,0.4074074074074074,4.481481481481482,0.14814814814814814,0.18518518518518517,0.4074074074074074,0.25925925925925924,1,Emotional Spender,1.1856335048507078,-1.2291056866026961
102,5083.258,0.3333333333333333,2.7333333333333334,0.3333333333333333,0.4,0.4,0.3333333333333333,1,Emotional Spender,0.4204263569443203,1.1167963595499482
103,3843.4356521739132,0.21739130434782608,1.6521739130434783,0.17391304347826086,0.43478260869565216,0.43478260869565216,0.2608695652173913,2,Offer Hunter,-1.463353189866083,0.663132497636945
104,5377.458823529412,0.4117647058823529,2.8823529411764706,0.17647058823529413,0.47058823529411764,0.47058823529411764,0.17647058823529413,3,High Risk User,0.8654732894754616,0.4204971813112765
105,4400.37,0.25,3.25,0.0,0.25,0.6666666666666666,0.3333333333333333,0,Stable Saver,-0.8060829100095741,-1.7192316956670848
106,3122.6985714285715,0.14285714285714285,1.6428571428571428,0.21428571428571427,0.42857142857142855,0.42857142857142855,0.14285714285714285,2,Offer Hunter,-2.0632301729547984,0.878447156174209
107,6286.3904999999995,0.7,7.9,0.2,0.4,0.3,0.1,3,High Risk User,5.157528813020411,-0.16636119592325538
108,4603.983571428571,0.21428571428571427,1.4285714285714286,0.17857142857142858,0.25,0.32142857142857145,0.2857142857142857,2,Offer Hunter,-1.512024627724954,-0.40003882632708004
109,7488.151,0.5,6.85,0.25,0.25,0.6,0.25,3,High Risk User,4.001359459183305,-1.5955511144500423
110,3402.383846153846,0.2692307692307692,2.8461538461538463,0.2692307692307692,0.2692307692307692,0.38461538461538464,0.3076923076923077,1,Emotional Spender,-0.813985619581778,0.6952343288597957
111,4355.710588235294,0.35294117647058826,2.823529411764706,0.17647058823529413,0.35294117647058826,0.5882352941176471,0.5294117647058824,1,Emotional Spender,-0.08433046202593787,0.4358489410145472
112,4742.844444444445,0.48148148148148145,4.703703703703703,0.18518518518518517,0.48148148148148145,0.3333333333333333,0.25925925925925924,3,High Risk User,1.8508386230644298,0.8550926113831256
113,5885.077499999999,0.375,6.708333333333333,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.2916666666666667,1,Emotional Spender,2.2085391294764456,-2.290048681186353
114,5825.633181818182,0.36363636363636365,3.909090909090909,0.3181818181818182,0.18181818181818182,0.22727272727272727,0.22727272727272727,1,Emotional Spender,1.1642648644273188,-0.4399571520789072
115,4895.634166666667,0.5416666666666666,5.625,0.041666666666666664,0.4166666666666667,0.2916666666666667,0.25,3,High Risk User,2.329983933403596,-0.325514146676372
116,5778.377222222222,0.3333333333333333,3.611111111111111,0.3333333333333333,0.2222222222222222,0.5,0.3333333333333333,1,Emotional Spender,0.939156475253112,-0.2356205816768158
117,3322.388333333334,0.25,1.4166666666666667,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0,Stable Saver,-1.562002163983864,0.9428909701825716
118,5038.773809523809,0.38095238095238093,4.0,0.23809523809523808,0.38095238095238093,0.14285714285714285,0.42857142857142855,1,Emotional Spender,1.0000345271340485,0.624249474554537
119,3082.5517391304347,0.30434782608695654,2.130434782608696,0.30434782608695654,0.30434782608695654,0.2608695652173913,0.30434782608695654,2,Offer Hunter,-1.0154075052649603,1.5195417173948036
120,4967.171818181818,0.3181818181818182,3.909090909090909,0.18181818181818182,0.36363636363636365,0.4090909090909091,0.22727272727272727,3,High Risk User,0.558609527143298,-0.2525753112614441
121,4273.56,0.125,1.6875,0.25,0.25,0.375,0.4375,2,Offer Hunter,-1.8893111599875803,-0.049211513166418745
122,6358.847857142857,0.2857142857142857,5.142857142857143,0.21428571428571427,0.2857142857142857,0.6428571428571429,0.07142857142857142,3,High Risk User,1.5915754827682724,-1.6609922655451677
123,2444.3638095238093,0.3333333333333333,1.4285714285714286,0.38095238095238093,0.2857142857142857,0.42857142857142855,0.38095238095238093,1,Emotional Spender,-1.3189500151510316,2.390530740285426
124,4318.276086956522,0.17391304347826086,2.4347826086956523,0.13043478260869565,0.34782608695652173,0.13043478260869565,0.391304347826087,2,Offer Hunter,-1.3953824335387004,-0.225509072051453
125,3978.2176470588233,0.35294117647058826,3.0,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.29411764705882354,2,Offer Hunter,-0.07220768921782177,0.9706832752424593
126,4237.715333333333,0.06666666666666667,2.2,0.06666666666666667,0.4,0.4,0.26666666666666666,2,Offer Hunter,-2.1004792524810125,-0.876262367682212
127,4065.5183999999995,0.44,4.84,0.16,0.36,0.44,0.08,3,High Risk User,1.2950243191352067,0.10250008619518466
128,4079.0045,0.3,4.4,0.1,0.5,0.25,0.35,2,Offer Hunter,0.2853030114003418,0.34664101044725426
129,2884.6073333333334,0.4,2.8,0.2,0.26666666666666666,0.4666666666666667,0.4,1,Emotional Spender,-0.481707942229834,0.9824910888822223
130,5100.18,0.45,3.7,0.4,0.3,0.2,0.35,1,Emotional Spender,1.4927965599105206,1.362413456939014
131,3401.112857142857,0.38095238095238093,2.380952380952381,0.3333333333333333,0.23809523809523808,0.23809523809523808,0.38095238095238093,1,Emotional Spender,-0.3972061837103852,1.516136692749909
132,5455.149333333334,0.3333333333333333,3.4,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.13333333333333333,3,High Risk User,0.7608524267056108,0.1058836150073784
